CPF/CNPJ;Razao Social;Conta;ID Transacao;Placa;Eixo Cadastrado;Eixo Cobrado;VeloeTag;Data de Utilizacao;Hora de Untrada;Data Fim de Utilizacao;Hora Fim de Utilizacao;Permanencia;Data de Processamento;Hora de Processamento;Nome do Estabelecimento;Endereco do Estabelecimento;Valor Cobrado;Tipo do Movimento;Tipo de Transacao;Informacao 1;Informacao 2;Informacao 3;Praca;Pista;Agencia;ID Concessionaria DTO;Concessionaria ID;Vale Pedagio;FastId
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464157156;FLL4673;2 eixos, rodagem simples;2 eixos, rodagem simples;1156734683;29/07/2024;15:34:50;01/01/2000;00:00:00;;29/07/2024;15:35:11;CONCESSIONARIA RODOVIAS DO TIETE S.A;SP 300 - RODOVIA MARECHAL RONDON, 192.1, OESTE, CONCHAS - SP;9,2;Debito;Passagem Dentro SLA;;;;3002;2;;3;1021;false;44f41318-e94a-4c52-8070-028a5e8783ad
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464152212;PWS9889;2 eixos, rodagem simples;2 eixos, rodagem simples;2139267956;29/07/2024;15:30:46;01/01/2000;00:00:00;;29/07/2024;15:30:49;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 270, 111.0, LESTE, ARACOIABA DA SERRA - SP;5,3;Debito;Passagem Dentro SLA;;;;183;102;;286;1012;false;168521e8-9340-4411-ad65-06a15d835e38
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464137122;GIA7B06;2 eixos, rodagem simples;2 eixos, rodagem simples;2132631068;29/07/2024;15:18:23;01/01/2000;00:00:00;;29/07/2024;15:18:45;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;defe4174-c9db-4d18-9b57-54f655e432ed
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464129715;PWS9889;2 eixos, rodagem simples;2 eixos, rodagem simples;2139267956;29/07/2024;15:09:53;01/01/2000;00:00:00;;29/07/2024;15:11:55;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 270, 111.0, OESTE, ARACOIABA DA SERRA - SP;5,3;Debito;Passagem Fora SLA;;;;184;102;;286;1012;false;d4a5cc6e-c8bb-4024-bf1e-76636718a35d
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464041974;PXD7G42;2 eixos, rodagem simples;2 eixos, rodagem simples;2167066407;29/07/2024;13:50:06;01/01/2000;00:00:00;;29/07/2024;13:50:26;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;e12e61a7-1ad3-48a0-9cea-1dca1507994c
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1463965225;ERF3783;2 eixos, rodagem simples;2 eixos, rodagem simples;2130205569;29/07/2024;12:26:09;01/01/2000;00:00:00;;29/07/2024;12:28:17;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 280, 74.0, LESTE, ITU - SP;15,8;Debito;Passagem Fora SLA;;;;143;101;;286;1012;false;c77b49f0-299b-4f38-a129-44b5301b2460
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464753339;GIA7B06;2 eixos rodagem simples;2 eixos rodagem simples;2132631068;29/07/2024;11:18:10;;;;29/07/2024;11:18:31;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;ARTESP;286;1012;true;3441b490-2ccf-482e-8c5f-92ed44a520b7
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1463857797;PXD7G42;2 eixos, rodagem simples;2 eixos, rodagem simples;2167066407;29/07/2024;10:45:50;01/01/2000;00:00:00;;29/07/2024;10:45:57;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;f1aaa591-fbd3-4564-91c3-04379f40d651
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1464740422;DWH6543;2 eixos rodagem simples;2 eixos rodagem simples;1129701211;29/07/2024;09:56:41;;;;29/07/2024;09:56:52;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;ARTESP;24;1013;true;25c634e4-dc8b-4bd6-bc60-d3cf0dd663bc
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1463698572;DWH6543;2 eixos, rodagem simples;2 eixos, rodagem simples;1129701211;29/07/2024;08:20:31;01/01/2000;00:00:00;;29/07/2024;08:20:36;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;9;;24;1013;false;260616b0-6c3e-4663-848a-6ff62ba6092b
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1463559346;GIA7B06;2 eixos, rodagem simples;2 eixos, rodagem simples;2132631068;29/07/2024;08:12:08;01/01/2000;00:00:00;;29/07/2024;08:12:31;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;0159025c-8891-4630-8287-41269f18bc4c
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1463518049;FLL4673;2 eixos, rodagem simples;2 eixos, rodagem simples;1156734683;29/07/2024;07:34:13;01/01/2000;00:00:00;;29/07/2024;07:34:36;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;9;;24;1013;false;d3a41847-c610-43fa-805e-281cc731c177
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1461381336;DWH6543;2 eixos, rodagem simples;2 eixos, rodagem simples;1129701211;27/07/2024;12:29:09;01/01/2000;00:00:00;;27/07/2024;12:29:23;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;28c7ec63-ea45-4f13-a39c-a9654f038213
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1462206785;DWH6543;2 eixos rodagem simples;2 eixos rodagem simples;1129701211;27/07/2024;07:26:24;;;;27/07/2024;07:26:42;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;9;ARTESP;24;1013;true;abf310d5-502c-4965-b897-a9752357a5ac
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1461088894;QUA2G54;2 eixos, rodagem simples;2 eixos, rodagem simples;1131434587;27/07/2024;07:24:19;01/01/2000;00:00:00;;27/07/2024;07:24:37;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;3e84560b-d5cb-4e38-ac03-c317def4f1d4
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1460337765;FLL4673;2 eixos, rodagem simples;2 eixos, rodagem simples;1156734683;26/07/2024;18:24:16;01/01/2000;00:00:00;;26/07/2024;18:24:33;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;84e15528-19bf-44c9-bbcb-4d00396919ef
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1460964965;PXD7G42;2 eixos rodagem simples;2 eixos rodagem simples;2167066407;26/07/2024;17:34:26;;;;26/07/2024;17:34:37;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;ARTESP;24;1013;true;c31de0d3-2a1c-4b6d-893d-7b55bd26e98d
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1460093741;GIA7B06;2 eixos, rodagem simples;2 eixos, rodagem simples;2132631068;26/07/2024;15:19:09;01/01/2000;00:00:00;;26/07/2024;15:19:25;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;3c21c112-c604-4e41-91b0-afb6ffb0f715
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1460063520;GFB8C62;2 eixos, rodagem simples;2 eixos, rodagem simples;2172222668;26/07/2024;14:53:48;01/01/2000;00:00:00;;26/07/2024;14:54:50;RODOVIAS INTEGRADAS DO OESTE S.A;SP 127, 128.9, NORTE, TATUI - SP;15;Debito;Passagem Dentro SLA;;;;163;102;;305;1020;false;f0bf36ca-59f7-408e-8c05-6261bbc404c9
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459995785;GFB8C62;2 eixos, rodagem simples;2 eixos, rodagem simples;2172222668;26/07/2024;14:02:29;01/01/2000;00:00:00;;26/07/2024;14:03:06;RODOVIAS INTEGRADAS DO OESTE S.A;SP 127, 133.9, SUL, ITAPETININGA - SP;15;Debito;Passagem Dentro SLA;;;;174;103;;305;1020;false;8af27d76-8536-4742-866c-9df4f77f673e
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459983676;PXD7G42;2 eixos, rodagem simples;2 eixos, rodagem simples;2167066407;26/07/2024;13:53:03;01/01/2000;00:00:00;;26/07/2024;13:53:14;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;039360f4-9e89-4a02-88d8-c13bd30701c2
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459835959;GIY1B04;2 eixos, rodagem simples;2 eixos, rodagem simples;1172923315;26/07/2024;11:26:53;01/01/2000;00:00:00;;26/07/2024;11:26:59;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 280, 74.0, LESTE, ITU - SP;15,8;Debito;Passagem Dentro SLA;;;;143;102;;286;1012;false;760bb424-5595-4ee5-aa9c-70d34b6afcbc
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459825594;GIA7B06;2 eixos, rodagem simples;2 eixos, rodagem simples;2132631068;26/07/2024;11:16:39;01/01/2000;00:00:00;;26/07/2024;11:16:56;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;6ea07477-592b-4c93-8e24-72e5fb84200d
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459796763;PXD7G42;2 eixos, rodagem simples;2 eixos, rodagem simples;2167066407;26/07/2024;10:53:06;01/01/2000;00:00:00;;26/07/2024;10:53:16;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;2;;24;1013;false;8def7f2e-c224-4d36-a9fc-fb29626a554e
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459678219;PXD7G42;2 eixos, rodagem simples;2 eixos, rodagem simples;2167066407;26/07/2024;08:59:55;01/01/2000;00:00:00;;26/07/2024;09:00:16;RODOVIAS DAS COLINAS S.A;SP 280, 110.4, OESTE, BOITUVA - SP;12,9;Debito;Passagem Dentro SLA;;;;7;4;;24;1013;false;5e2d1884-bdcc-4068-8627-84ac66c10c3d
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459628684;GIA7B06;2 eixos, rodagem simples;2 eixos, rodagem simples;2132631068;26/07/2024;08:07:45;01/01/2000;00:00:00;;26/07/2024;08:08:01;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Dentro SLA;;;;154;112;;286;1012;false;5f65dadb-2d97-42d9-ba55-d25b39a102ec
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459600355;FLL4673;2 eixos, rodagem simples;2 eixos, rodagem simples;1156734683;26/07/2024;07:37:51;01/01/2000;00:00:00;;26/07/2024;07:37:56;RODOVIAS DAS COLINAS S.A;SP 300, 137.722, OESTE, PORTO FELIZ - SP;10,3;Debito;Passagem Dentro SLA;;;;5;9;;24;1013;false;06a92bda-9a4b-45e5-8ceb-53c0fb5c6573
05437537000137;AUTO GERAL AUTOPECAS LTDA;229258;1459596862;QUA2G54;2 eixos, rodagem simples;2 eixos, rodagem simples;1131434587;26/07/2024;07:32:07;01/01/2000;00:00:00;;26/07/2024;07:34:18;CONCESSIONARIA DE RODOVIAS DO OESTE DE SAO PAULO VIAOESTE S.A;SP 075, 12.5, SUL, ITU - SP;9;Debito;Passagem Fora SLA;;;;154;112;;286;1012;false;a1e3129c-cfee-4971-a0c4-d732111cff5c
